iter,nmi,acc,ari,L,Lc,Lr,timestamp
140,0.58319,0.62918,0.46147,0.02506978,0.16367084,0.008702694,2025-03-21 22:52:56
280,0.58183,0.62622,0.45863,0.025731377,0.17038083,0.008693298,2025-03-21 22:54:06
420,0.58117,0.62473,0.45718,0.026241114,0.17544685,0.008696429,2025-03-21 22:55:14
560,0.58096,0.62278,0.4564,0.026666842,0.17961615,0.008705224,2025-03-21 22:56:21
700,0.58092,0.62098,0.45584,0.02703643,0.1831707,0.008719348,2025-03-21 22:57:29
