iter,nmi,acc,ari,L,Lr,Lc,timestamp
140,0.72175,0.76012,0.64544,0.027083058,0.17787816,0.009295248,2025-03-21 00:07:44
280,0.72928,0.76317,0.65497,0.02881451,0.19500695,0.009313825,2025-03-21 00:08:51
420,0.7322,0.76367,0.65887,0.03000821,0.20657237,0.009350995,2025-03-21 00:09:58
560,0.73442,0.76405,0.66174,0.03087447,0.21505064,0.009369431,2025-03-21 00:11:05
