iter,nmi,acc,ari,L,Lc,Lr,timestamp
140,0.51096,0.5735,0.39828,0.06946364,0.25041914,0.044421695,2025-03-21 22:48:26
280,0.52605,0.5702,0.40486,0.050795063,0.18273482,0.032521594,2025-03-21 22:49:31
420,0.52473,0.56345,0.3972,0.04255105,0.16391559,0.02615948,2025-03-21 22:50:35
